시도,주차장명,주차장유형(노상/노외/부설),주소,위도,경도,관리기관,주차장(관리자전화번호),19.2.2(토)개방시작시간,19.2.2(토)개방종료시간,19.2.3(일)개방시작시간,19.2.3(일)개방종료시간,19.2.4(월)개방시작시간,19.2.4(월)개방종료시간,19.2.5(화)개방시작시간,19.2.5(화)개방종료시간,19.2.6(수)개방시작시간,19.2.6(수)개방종료시간,특이사항,종일개방여부*
부산광역시,장림1동주민센터,부설,부산광역시 사하구 장림동 1140,35.0829924,128.9668748,장림1동주민센터,051-220-5271,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,장림2동주민센터,부설,부산광역시 사하구 장림동 601,35.0779067,128.9726198,장림2동주민센터,051-220-5301,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,다대2동주민센터,부설,부산광역시 사하구 다대동 120-35,35.0635158,128.9821219,다대2동주민센터,051-220-5361,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,구평동주민센터,부설,부산광역시 사하구 구평동 159-1,35.0818552,128.9878552,구평동주민센터,051-220-5391,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,감천1동주민센터,부설,부산광역시 사하구 감천동 479-4,35.0880368,129.0046722,감천1동주민센터,051-220-5421,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,감천2동주민센터,부설,부산광역시 사하구 감천동 12-9,35.094557,129.0094067,감천2동주민센터,051-220-5451,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,다대도서관,부설,부산광역시 사하구 다대동 1548-14,35.050414,128.9646854,다대도서관,051-220-5861,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,을숙도문화회관,부설,부산광역시 사하구 하단동 1151-14,35.1099098,128.9448523,을숙도문화회관,051-220-5801,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,사하구청,부설,부산광역시 사하구 당리동 317-16,35.1043965,128.9749537,사하구청,051-220-4154,18:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남정교회,부설,부산광역시 사하구 괴정2동 199-8,35.1057366,129.0047962,남정교회,051-203-1291,9:00,16:00,,,9:00,16:00,9:00,16:00,9:00,16:00,3일(일요일) 미개방,
부산광역시,사하골프연습장,부설,부산광역시 사하구 괴정4동 1071-39,35.10697,128.9851,사하골프연습장,051-206-9797,0:00,24:00:00,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3일(일요일) 미개방,
부산광역시,사하구국민체육센터,부설,부산광역시 사하구 감천1동 702-1,35.0894307,128.9988474,사하구국민체육센터,051-202-3800,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,강동병원,부설,부산광역시 사하구 신평1동 69,35.0896073,128.9781806,강동병원,051-209-1100,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,다대중앙교회,부설,부산광역시 사하구 다대로 595,35.0533139,128.9712319,다대중앙교회,051-266-1496,12:00,24:00:00,,,0:00,24:00:00,0:00,24:00:00,9:00,18:00,3일(일요일) 미개방,
부산광역시,감천교회,부설,부산광역시 사하구 감천동 30-9,35.0883422,129.0068616,감천교회,051-292-4343,0:00,12:00,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,3일(일요일) 미개방,
부산광역시,금정구청,노외,부산광역시 금정구 중앙대로 1777(부곡동),35.243088,129.092142,금정구청 재무과,051-519-4161,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,금정구민운동장,노외,부산광역시 금정구 두구동 산 80 일원,35.272201,129.098851,금정구청 총무과,051-519-4126,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,범어사상마공영,노외,부산광역시 금정구 청룡동435-19일원,35.2798631,129.0742632,금정구청 교통행정과,051-519-4512,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,강서구청,부설,부산광역시 강서구 낙동북로 477(대저1동),35.212938,128.980565,부산시 강서구청,051-970-4152,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,강서 브라이트센터,부설,부산광역시 강서구 공항로 811번길 10(대저2동),35.180181,128.957009,부산시 강서구청,051-970-4152,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,강서브라이트센터제2부설,부설,부산광역시 강서구 공항로 811번가길 30-1(대저2동),35.178649,128.956676,부산시 강서구청,051-970-4152,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,대저1동 행정복지센터,부설,부산광역시 강서구 대저로 221번길 19,35.215407,128.976747,대저1동 행정복지센터,051-970-4409,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,강동동 행정복지센터,부설,부산광역시 강서구 제도로 1171(강동동),35.214544,128.935449,강동동 행정복지센터,051-970-2932,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,명지1동 행정복지센터,부설,부산광역시 강서구 영강길 19번길 58(명지동),35.108058,128.92655,명지1동 행정복지센터,051-970-4924,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,명지2동 행정복지센터,부설,부산광역시 강서구 명지오션시티 11로 35(명지동),35.084543,128.900048,명지2동 행정복지센터,051-970-2988,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,가락동 행정복지센터,부설,부산광역시 강서구 가락대로 1476(죽림동),35.196387,128.901807,가락동 행정복지센터,051-970-2954,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,녹산동 행정복지센터,부설,부산광역시 강서구 가락대로 900번가길 32(범방동),35.15332,128.883741,녹산동 행정복지센터,051-970-4621,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,가덕도동 행정복지센터,부설,부산광역시 강서구 동선길 10(성북동),35.05691,128.832319,가덕도동 행정복지센터,051-970-4637,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,명지중앙상가 공영주차장,노상,부산광역시 강서구 명지동 3282,35.084555,128.903976,부산시 강서구청,051-970-4562,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,녹산산단공영주차장,노외,부산광역시 강서구 송정동 1759,35.08393,128.84034,부산시 강서구청,051-970-4562,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,대항공영주차장,노외,부산광역시 강서구 대항동 산13-26,35.01185,128.830059,부산시 강서구청,051-970-4562,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,연제구청,부설,부산광역시 연제구 연제로2,35.17667,129.079412,연제구,051-665-4154,19:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일
부산광역시,부산지방국세청,부설,부산광역시 연제구 연제로12,35.177029,129.078214,연제구,051-750-7257,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일
부산광역시,부산지방노동청,부설,부산광역시 연제구 연제로36,35.178331,129.076869,연제구,051-850-6320,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일
부산광역시,동남지방통계청,부설,부산광역시 연제구 연제로24,35.177607,129.077379,연제구,051-850-3300,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일
부산광역시,부산시 소방본부,부설,부산광역시 연제구 고분로 216,35.184119,129.105954,연제구,051-760-4323,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일
부산광역시,동래세무서,부설,부산광역시 연제구 거제천로 269번길 16,35.192679,129.086907,연제구,051-860-2245,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일
부산광역시,수영구청,부설,부산광역시 수영구 남천동로 100(남천동),35.145633,129.113167,부산시 수영구청,051-610-4101,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,남천1동 공영주차장,노상,"부산광역시 수영구 남천동 554, 556번지 일원",35.139732,129.109206,수영구청 교통행정과,051-610-4554,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,22:00,10:00,"유료개방: 10:00~22:00(일,공휴일 제외)",
부산광역시,광안동 번영로 하부 공영주차장,노상,부산광역시 수영구 광안동 1033-2번지 일원,35.170592,129.108831,수영구청 교통행정과,051-610-4554,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,"유료개방: 08:00~20:00(일,공휴일 제외)",
부산광역시,민락수변공원 공영주차장,노상,부산광역시 수영구 민락동 110-7번지 일원,35.156757,129.133466,수영구청 교통행정과,051-610-4554,2:00,10:00,2:00,10:00,2:00,10:00,2:00,10:00,2:00,10:00,유료개방: 10:00~익일 02:00,
부산광역시,민락해변공원 공영주차장,노상,부산광역시 수영구 민락동 181-78번지 일원,35.153342,129.124362,수영구청 교통행정과,051-610-4554,2:00,10:00,2:00,10:00,2:00,10:00,2:00,10:00,2:00,10:00,유료개방: 10:00~익일 02:00,
부산광역시,사상구청,부설,부산광역시 사상구 학감대로 242,35.152291,128.991072,사상구청 회계재산과,051-310-4152,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,북부산세무서,부설,부산광역시 사상구 학감대로 263,35.154497,128.990327,북부산세무서 운영지원과,051-310-6200,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,부산여성문화회관,부설,부산광역시 사상구 학감대로 95 ,35.139891,128.9878508,여성문화회관 관리팀,051-320-8322,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,감전중고차시장주변,노상,부산광역시 사상구 감전동 156-1 일원,35.151351,128.988535,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,감전시장주변,노상,부산광역시 사상구 감전동 132-7 일원,35.155461,128.984707,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,파라곤호텔주변,노상,부산광역시 사상구 괘법동 565-6 일원,35.161401,128.981813,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,감전중천주변,노상,부산광역시 사상구 감전동 150-1 일원,35.154437,128.977133,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,학장지구대주변,노상,부산광역시 사상구 학장동 242-1 일원,35.143834,128.982063,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,한국강관주변,노상,부산광역시 사상구 감전동 949-7 일원,35.147937,128.972883,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,위생처리장주변,노상,부산광역시 사상구 감전동 509-11 일원,35.136526,128.968289,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,동영공업주변,노상,부산광역시 사상구 학장동 748-1 일원  ,35.140968,128.974797,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,동서고가도로밑주변,노상,부산광역시 사상구 주례동 394 일원,35.152756,129.002789,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,사상초등학교주변,노상,부산광역시 사상구 덕포동 752-3 일원  ,35.167981,128.984311,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,사상전화국주변,노상,부산광역시 사상구 학장동 281-9 일원 ,35.147205,128.991521,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,해표사료주변,노상,부산광역시 사상구 감전동 127-1 일원 ,35.157672,128.975546,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,신일금속주변,노상,부산광역시 사상구 학장동 723-1 일원 ,35.147262,128.978954,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,모라1동주민센터주변,노상,부산광역시 사상구 모라동 1345-6 일원,35.191521,128.991559,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,학장동주민센터주변,노상,부산광역시 사상구 학장동 386-1 일원  ,35.14437,128.987301,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,삼락재첩거리주변,노상,부산광역시 사상구 삼락동 70-21 일원 ,35.193699,128.985831,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,엄궁외식1번가주변,노상,부산광역시 사상구 엄궁동 652-7 일원 ,35.12681,128.967068,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,주례역공영주차장,노상,부산광역시 사상구 주례동 506 일원,35.150315,129.004071,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,주례오거리공영주차장,노상,부산광역시 사상구 주례동 743-2 일원,35.151116,129.000506,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,동신운수옆복개공영주차장,노상,부산광역시 사상구 주례동 1160-53 일원,35.149292,128.997654,사상구청 교통행정과,051-310-4502,,,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,2.2(토) 개방 안함,
부산광역시,기장군청,부설,부산광역시 기장군 기장읍 기장대로 560,35.244291,129.222983,기장군청,051-709-4163,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,기장읍사무소,부설,부산광역시 기장군 기장읍 차성동로5번길 10,35.238698,129.215811,기장읍사무소,051-709-5114,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,장안읍사무소,부설,부산광역시 기장군 장안읍 좌방길 5,35.313651,129.244171,장안읍사무소,051-709-5175,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,일광면사무소,부설,부산광역시 기장군 일광면 일광로 77-7,35.263916,129.232406,일광면사무소,051-709-5214,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,정관읍사무소,부설,부산광역시 기장군 정관읍 용수로 4,35.325828,129.180131,정관읍사무소,051-709-5241,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,철마면사무소,부설,부산광역시 기장군 철마면 철마로 485,35..274999,129.149848,철마면사무소,051-709-5271,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,정관보건지소,부설,부산광역시 기장군 정관읍 용수로 4,35.325828,129.180131,정관보건지소,051-709-5241,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,정관도서관,부설,부산광역시 기장군 정관면 정관중앙로 100,35.325346,129.181939,정관도서관,051-709-3934,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,7:00,22:00,22시부터 익일7시까지 주차불가,
부산광역시,철마체육공원,부설,부산광역시 기장군 철마면 철마로 543,35.272723,129.155092,철마체육공원,051-792-4820,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,,종일개방
부산광역시,백운1공원묘지,부설,부산광역시 기장군 정관면 두명리 산47,35.352686,129.158199,백운1공원묘지,051-508-2934,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,공원묘지참배객에한해서만 개방,
부산광역시,백운2공원묘지,부설,부산광역시 기장군 정관면 모전리 산88-7,35.331995,129.161516,백운2공원묘지,051-727-3188,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,9:00,17:00,공원묘지참배객에한해서만 개방,
부산광역시,대정공원묘지,부설,부산광역시 기장군 정관면 용수리 산115-10,35.329121,129.158484,대정공원묘지,051-728-4949,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,별도의 개방시간 없음.,
부산광역시,실로암공원묘지,부설,부산광역시 기장군 철마면 고촌리 산95-10,35.250625,129.157274,실로암공원묘지,051-722-5115,7:30,19:00,7:30,19:00,7:30,19:00,7:30,19:00,7:30,19:00,공원묘지참배객에한해서만 개방,
부산광역시,부산추모공원,부설,부산광역시 기장군 정관면 두명리 산79-6,35.250625,129.157274,부산추모공원,051-790-5100,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,8:00,20:00,공원묘지참배객에한해서만 개방,
